Order_ID,Customer_ID,Customer_Name,City,Postal_Code,Sales,Quantity
CA-2014-115259,RC-19960,Ryan Crowe,Columbus,43229,4.72,2
CA-2014-115259,RC-19960,Ryan Crowe,Columbus,43229,23.98,3
CA-2014-115259,RC-19960,Ryan Crowe,Columbus,43229,130.46,6
CA-2015-110457,DK-13090,Dave Kipp,Seattle,98103,787.53,3
US-2015-136476,GG-14650,Greg Guthrie,Bristol,37620,157.79,1
CA-2016-103730,SC-20725,Steven Cartwright,Wilmington,19805,47.04,3
CA-2016-103730,SC-20725,Steven Cartwright,Wilmington,19805,30.84,4
CA-2016-103730,SC-20725,Steven Cartwright,Wilmington,19805,226.56,6
CA-2016-103730,SC-20725,Steven Cartwright,Wilmington,19805,115.02,9
CA-2016-103730,SC-20725,Steven Cartwright,Wilmington,19805,68.04,7
US-2014-152030,AD-10180,Alan Dominguez,Houston,77041,600.56,3
US-2014-134614,PF-19165,Philip Fox,Bloomington,61701,617.7,6
US-2017-107272,TS-21610,Troy Staebel,Phoenix,85023,2.39,2
US-2017-107272,TS-21610,Troy Staebel,Phoenix,85023,243.99,7
US-2016-125969,LS-16975,Lindsay Shagiari,Los Angeles,90004,81.42,2
US-2016-125969,LS-16975,Lindsay Shagiari,Los Angeles,90004,238.56,3
US-2017-164147,DW-13585,Dorothy Wardle,Columbus,43229,59.97,5
US-2017-164147,DW-13585,Dorothy Wardle,Columbus,43229,78.3,2
US-2017-164147,DW-13585,Dorothy Wardle,Columbus,43229,21.46,9
CA-2016-145583,LC-16885,Lena Creighton,Roseville,95661,20.04,3
CA-2016-145583,LC-16885,Lena Creighton,Roseville,95661,35.44,1
CA-2016-145583,LC-16885,Lena Creighton,Roseville,95661,11.52,4
CA-2016-145583,LC-16885,Lena Creighton,Roseville,95661,4.02,2
CA-2016-145583,LC-16885,Lena Creighton,Roseville,95661,76.18,3
CA-2016-145583,LC-16885,Lena Creighton,Roseville,95661,65.88,6
CA-2016-145583,LC-16885,Lena Creighton,Roseville,95661,43.12,14
CA-2016-110366,JD-15895,Jonathan Doherty,Philadelphia,19140,82.8,2
CA-2017-106180,SH-19975,Sally Hughsby,San Francisco,94122,8.82,3
CA-2017-106180,SH-19975,Sally Hughsby,San Francisco,94122,10.86,3
CA-2017-106180,SH-19975,Sally Hughsby,San Francisco,94122,143.7,3
CA-2017-155376,SG-20080,Sandra Glassco,Independence,64055,839.43,3
CA-2015-110744,HA-14920,Helen Andreada,Pasadena,91104,671.93,7
CA-2014-110072,MG-17680,Maureen Gastineau,Newark,43055,93.89,4
CA-2016-114489,JE-16165,Justin Ellison,Franklin,53132,384.45,11
CA-2016-114489,JE-16165,Justin Ellison,Franklin,53132,149.97,3
CA-2016-114489,JE-16165,Justin Ellison,Franklin,53132,1951.84,8
CA-2016-114489,JE-16165,Justin Ellison,Franklin,53132,171.55,5
CA-2016-158834,TW-21025,Tamara Willingham,Scottsdale,85254,157.92,5
CA-2016-158834,TW-21025,Tamara Willingham,Scottsdale,85254,203.18,2
CA-2015-124919,SP-20650,Stephanie Phelps,San Jose,95123,58.38,7
CA-2015-124919,SP-20650,Stephanie Phelps,San Jose,95123,105.52,4
CA-2015-124919,SP-20650,Stephanie Phelps,San Jose,95123,80.88,6
CA-2015-118948,NK-18490,Neil Knudson,Seattle,98105,6.63,3
CA-2014-104269,DB-13060,Dave Brooks,Seattle,98115,457.57,2
CA-2016-114104,NP-18670,Nora Paige,Edmond,73034,14.62,2
CA-2016-114104,NP-18670,Nora Paige,Edmond,73034,944.93,7
CA-2016-162733,TT-21070,Ted Trevino,Los Angeles,90045,5.98,1
CA-2015-119697,EM-13960,Eric Murdock,Philadelphia,19134,54.38,2
CA-2016-154508,RD-19900,Ruben Dartt,Carlsbad,88220,28.4,5
CA-2016-113817,MJ-17740,Max Jones,Seattle,98115,27.68,2
CA-2014-139892,BM-11140,Becky Martin,San Antonio,78207,9.94,3
CA-2014-139892,BM-11140,Becky Martin,San Antonio,78207,8159.95,8
CA-2014-139892,BM-11140,Becky Martin,San Antonio,78207,275.93,3
CA-2014-139892,BM-11140,Becky Martin,San Antonio,78207,1740.06,9
CA-2014-139892,BM-11140,Becky Martin,San Antonio,78207,32.06,6
CA-2014-139892,BM-11140,Becky Martin,San Antonio,78207,177.98,5
CA-2014-139892,BM-11140,Becky Martin,San Antonio,78207,143.98,3
CA-2014-118962,CS-12130,Chad Sievert,Los Angeles,90004,20.94,3
CA-2014-118962,CS-12130,Chad Sievert,Los Angeles,90004,110.96,2
CA-2014-118962,CS-12130,Chad Sievert,Los Angeles,90004,340.14,7
US-2014-100853,JB-15400,Jennifer Braxton,Chicago,60623,52.45,2
US-2014-100853,JB-15400,Jennifer Braxton,Chicago,60623,20.16,4
US-2017-152366,SJ-20500,Shirley Jackson,Houston,77036,97.26,4
US-2015-101511,JE-15745,Joel Eaton,Newark,43055,396.8,7
US-2015-101511,JE-15745,Joel Eaton,Newark,43055,15.88,5
CA-2015-137225,JK-15640,Jim Kriz,New York City,10009,3.28,1
CA-2014-166191,DK-13150,David Kendrick,Decatur,62521,24.82,2
CA-2014-166191,DK-13150,David Kendrick,Decatur,62521,408.74,7
CA-2014-158274,RM-19675,Robert Marley,Monroe,71203,503.96,4
CA-2014-158274,RM-19675,Robert Marley,Monroe,71203,149.95,5
CA-2014-158274,RM-19675,Robert Marley,Monroe,71203,29,2
CA-2016-105018,SK-19990,Sally Knutson,Fairfield,6824,7.16,2
CA-2014-123260,FM-14290,Frank Merwin,Los Angeles,90032,176.8,8
CA-2016-157000,AM-10360,Alice McCarthy,Grand Prairie,75051,37.22,3
CA-2016-157000,AM-10360,Alice McCarthy,Grand Prairie,75051,20.02,3
CA-2015-102281,MP-17470,Mark Packer,New York City,10035,899.14,4
CA-2015-102281,MP-17470,Mark Packer,New York City,10035,71.76,6
CA-2015-102281,MP-17470,Mark Packer,New York City,10035,51.84,8
CA-2015-102281,MP-17470,Mark Packer,New York City,10035,626.35,3
CA-2015-102281,MP-17470,Mark Packer,New York City,10035,19.9,5
CA-2015-131457,MZ-17515,Mary Zewe,Redlands,92374,14.28,7
CA-2014-140004,CB-12025,Cassandra Brandow,Hamilton,45011,7.41,2
CA-2014-140004,CB-12025,Cassandra Brandow,Hamilton,45011,6.05,3
CA-2017-107720,VM-21685,Valerie Mitchum,Westfield,7090,46.26,3
US-2017-124303,FH-14365,Fred Hopkins,Philadelphia,19120,2.95,2
US-2017-124303,FH-14365,Fred Hopkins,Philadelphia,19120,16.06,3
CA-2017-105074,MB-17305,Maria Bertelson,Akron,44312,21.74,3
CA-2014-133690,BS-11755,Bruce Stewart,Denver,80219,218.75,2
CA-2014-133690,BS-11755,Bruce Stewart,Denver,80219,2.6,1
US-2017-116701,LC-17140,Logan Currie,Dallas,75220,66.28,2
CA-2017-126382,HK-14890,Heather Kirkland,Franklin,37064,35.17,7
CA-2017-108329,LE-16810,Laurel Elliston,Whittier,90604,444.77,4
CA-2017-135860,JH-15985,Joseph Holt,Saginaw,48601,83.92,4
CA-2017-135860,JH-15985,Joseph Holt,Saginaw,48601,131.98,2
CA-2017-135860,JH-15985,Joseph Holt,Saginaw,48601,15.92,4
CA-2017-135860,JH-15985,Joseph Holt,Saginaw,48601,52.29,9
CA-2017-135860,JH-15985,Joseph Holt,Saginaw,48601,91.99,1
CA-2015-101007,MS-17980,Michael Stewart,Dallas,75220,20.8,2
CA-2015-146262,VW-21775,Victoria Wilson,Medina,44256,23.68,2
CA-2015-146262,VW-21775,Victoria Wilson,Medina,44256,452.45,5
CA-2015-146262,VW-21775,Victoria Wilson,Medina,44256,62.98,3
CA-2015-146262,VW-21775,Victoria Wilson,Medina,44256,1188,9
CA-2015-146262,VW-21775,Victoria Wilson,Medina,44256,89.58,2
CA-2016-130162,JH-15910,Jonathan Howell,Los Angeles,90032,93.06,6
CA-2016-130162,JH-15910,Jonathan Howell,Los Angeles,90032,302.38,3
CA-2015-169397,JB-15925,Joni Blumstein,Dublin,43017,5.58,2
CA-2015-169397,JB-15925,Joni Blumstein,Dublin,43017,22.7,6
CA-2015-169397,JB-15925,Joni Blumstein,Dublin,43017,19.78,4
CA-2015-169397,JB-15925,Joni Blumstein,Dublin,43017,72.7,4
CA-2015-169397,JB-15925,Joni Blumstein,Dublin,43017,479.99,4
CA-2015-169397,JB-15925,Joni Blumstein,Dublin,43017,27.17,2
CA-2015-163055,DS-13180,David Smith,Detroit,48227,2.2,1
CA-2015-163055,DS-13180,David Smith,Detroit,48227,622.45,5
CA-2015-163055,DS-13180,David Smith,Detroit,48227,21.98,1
US-2015-145436,VD-21670,Valerie Dominguez,Columbia,38401,161.57,2
US-2015-145436,VD-21670,Valerie Dominguez,Columbia,38401,389.7,8
US-2014-156216,EA-14035,Erin Ashbrook,Charlotte,28205,18.65,7
US-2017-100930,CS-12400,Christopher Schild,Tampa,33614,233.86,2
US-2017-100930,CS-12400,Christopher Schild,Tampa,33614,620.61,3
US-2017-100930,CS-12400,Christopher Schild,Tampa,33614,5.33,2
US-2017-100930,CS-12400,Christopher Schild,Tampa,33614,258.07,3
US-2017-100930,CS-12400,Christopher Schild,Tampa,33614,617.98,3
CA-2017-160514,DB-13120,David Bremer,Santa Clara,95051,10.56,2
CA-2016-157749,KL-16645,Ken Lonsdale,Chicago,60610,25.92,5
CA-2016-157749,KL-16645,Ken Lonsdale,Chicago,60610,419.68,5
CA-2016-157749,KL-16645,Ken Lonsdale,Chicago,60610,11.69,3
CA-2016-157749,KL-16645,Ken Lonsdale,Chicago,60610,31.98,2
CA-2016-157749,KL-16645,Ken Lonsdale,Chicago,60610,177.23,5
CA-2016-157749,KL-16645,Ken Lonsdale,Chicago,60610,4.04,3
CA-2016-157749,KL-16645,Ken Lonsdale,Chicago,60610,7.41,2
CA-2014-131926,DW-13480,Dianna Wilson,Lakeville,55044,2001.86,7
CA-2014-131926,DW-13480,Dianna Wilson,Lakeville,55044,166.72,2
CA-2014-131926,DW-13480,Dianna Wilson,Lakeville,55044,47.88,6
CA-2014-131926,DW-13480,Dianna Wilson,Lakeville,55044,1503.25,5
CA-2014-131926,DW-13480,Dianna Wilson,Lakeville,55044,25.92,4
CA-2016-154739,LH-17155,Logan Haushalter,San Francisco,94109,321.57,2
CA-2016-145625,KC-16540,Kelly Collister,San Diego,92037,7.61,1
CA-2016-145625,KC-16540,Kelly Collister,San Diego,92037,3347.37,13
CA-2016-146941,DL-13315,Delfina Latchford,New York City,10024,80.58,6
CA-2016-146941,DL-13315,Delfina Latchford,New York City,10024,361.92,4
US-2015-159982,DR-12880,Dan Reichenbach,Chicago,60623,12.13,9
US-2015-159982,DR-12880,Dan Reichenbach,Chicago,60623,82.37,2
US-2015-159982,DR-12880,Dan Reichenbach,Chicago,60623,53.92,5
US-2015-159982,DR-12880,Dan Reichenbach,Chicago,60623,647.9,6
CA-2017-163139,CC-12670,Craig Carreira,New York City,10009,20.37,3
CA-2017-163139,CC-12670,Craig Carreira,New York City,10009,221.55,3
CA-2017-163139,CC-12670,Craig Carreira,New York City,10009,17.52,5
US-2017-155299,Dl-13600,Dorris liebe,Pasadena,77506,1.62,2
US-2014-106992,SB-20290,Sean Braxton,Houston,77036,3059.98,3
US-2014-106992,SB-20290,Sean Braxton,Houston,77036,2519.96,7
CA-2016-125318,RC-19825,Roy Collins,Chicago,60610,328.22,4
CA-2015-155040,AH-10210,Alan Hwang,Brentwood,94513,79.9,2
CA-2017-136826,CB-12535,Claudia Bergmann,Chapel Hill,27514,14.02,3
CA-2016-111010,PG-18895,Paul Gonzalez,Morristown,7960,7.56,6
US-2017-145366,CA-12310,Christine Abelman,Cincinnati,45231,37.21,1
US-2017-145366,CA-12310,Christine Abelman,Cincinnati,45231,57.58,3
CA-2017-163979,KH-16690,Kristen Hastings,San Francisco,94110,725.84,4
CA-2015-155334,HA-14920,Helen Andreada,San Francisco,94109,209.93,7
CA-2015-155334,HA-14920,Helen Andreada,San Francisco,94109,5.28,3
CA-2015-155334,HA-14920,Helen Andreada,San Francisco,94109,10.92,3
CA-2017-118136,BB-10990,Barry Blumstein,Inglewood,90301,8.82,2
CA-2017-118136,BB-10990,Barry Blumstein,Inglewood,90301,5.98,1
CA-2017-132976,AG-10495,Andrew Gjertsen,Philadelphia,19140,11.65,2
CA-2017-132976,AG-10495,Andrew Gjertsen,Philadelphia,19140,18.18,4
CA-2017-132976,AG-10495,Andrew Gjertsen,Philadelphia,19140,59.71,6
CA-2017-132976,AG-10495,Andrew Gjertsen,Philadelphia,19140,24.84,3
US-2015-161991,SC-20725,Steven Cartwright,Houston,77070,2.08,5
US-2015-161991,SC-20725,Steven Cartwright,Houston,77070,1114.4,7
CA-2015-130890,JO-15280,Jas O'Carroll,Los Angeles,90004,1038.84,5
CA-2015-130883,TB-21520,Tracy Blumstein,Portland,97206,141.76,5
CA-2015-130883,TB-21520,Tracy Blumstein,Portland,97206,239.8,5
CA-2015-130883,TB-21520,Tracy Blumstein,Portland,97206,31.1,6
CA-2016-112697,AH-10195,Alan Haines,Tamarac,33319,254.06,7
CA-2016-112697,AH-10195,Alan Haines,Tamarac,33319,194.53,2
CA-2016-112697,AH-10195,Alan Haines,Tamarac,33319,961.48,5
CA-2016-110772,NZ-18565,Nick Zandusky,Columbus,43229,19.1,7
CA-2016-110772,NZ-18565,Nick Zandusky,Columbus,43229,18.5,8
CA-2016-110772,NZ-18565,Nick Zandusky,Columbus,43229,255.98,2
CA-2016-110772,NZ-18565,Nick Zandusky,Columbus,43229,86.97,3
CA-2014-111451,KL-16555,Kelly Lampkin,Colorado Springs,80906,300.42,8
CA-2014-111451,KL-16555,Kelly Lampkin,Colorado Springs,80906,230.35,3
CA-2014-111451,KL-16555,Kelly Lampkin,Colorado Springs,80906,218.35,3
CA-2014-111451,KL-16555,Kelly Lampkin,Colorado Springs,80906,78.6,5
CA-2014-111451,KL-16555,Kelly Lampkin,Colorado Springs,80906,27.55,3
CA-2016-142545,JD-15895,Jonathan Doherty,Belleville,7109,32.4,5
CA-2016-142545,JD-15895,Jonathan Doherty,Belleville,7109,1082.48,8
CA-2016-142545,JD-15895,Jonathan Doherty,Belleville,7109,56.91,3
CA-2016-142545,JD-15895,Jonathan Doherty,Belleville,7109,77.6,4
CA-2016-142545,JD-15895,Jonathan Doherty,Belleville,7109,14.28,1
US-2017-152380,JH-15910,Jonathan Howell,Chicago,60623,219.08,3
CA-2015-144253,AS-10225,Alan Schoenberger,New York City,10024,26.8,2
CA-2014-130960,KB-16600,Ken Brennan,Taylor,48180,9.84,3
CA-2014-111003,CR-12625,Corey Roper,Lakewood,8701,45.48,3
CA-2014-111003,CR-12625,Corey Roper,Lakewood,8701,289.2,6
CA-2017-126774,SH-20395,Shahid Hopkins,Arlington,22204,4.89,1
CA-2016-142902,BP-11185,Ben Peterman,Arvada,80004,15.14,4
CA-2016-142902,BP-11185,Ben Peterman,Arvada,80004,466.77,2
CA-2016-142902,BP-11185,Ben Peterman,Arvada,80004,15.23,1
CA-2016-142902,BP-11185,Ben Peterman,Arvada,80004,6.26,3
CA-2014-120887,TS-21205,Thomas Seio,Hackensack,7601,87.54,3
CA-2014-167850,AG-10525,Andy Gerbode,Saint Petersburg,33710,178.38,2
CA-2014-167850,AG-10525,Andy Gerbode,Saint Petersburg,33710,15.55,3
CA-2014-164259,SP-20860,Sung Pak,Philadelphia,19143,99.14,4
CA-2014-164973,NM-18445,Nathan Mautz,New York City,10024,135.88,1
CA-2014-164973,NM-18445,Nathan Mautz,New York City,10024,3991.98,2
CA-2014-164973,NM-18445,Nathan Mautz,New York City,10024,275.94,6
CA-2014-164973,NM-18445,Nathan Mautz,New York City,10024,360,4
CA-2014-164973,NM-18445,Nathan Mautz,New York City,10024,43.57,1
CA-2014-156601,FA-14230,Frank Atkinson,Long Beach,90805,7.16,2
CA-2016-162138,GK-14620,Grace Kelly,Hesperia,92345,251.52,6
CA-2016-162138,GK-14620,Grace Kelly,Hesperia,92345,99.99,1
CA-2017-153339,DJ-13510,Don Jones,Murfreesboro,37130,15.99,1
US-2016-141544,PO-18850,Patrick O'Brill,Philadelphia,19143,290.9,3
US-2016-141544,PO-18850,Patrick O'Brill,Philadelphia,19143,54.22,2
US-2016-141544,PO-18850,Patrick O'Brill,Philadelphia,19143,786.74,4
US-2016-141544,PO-18850,Patrick O'Brill,Philadelphia,19143,100.24,10
US-2016-141544,PO-18850,Patrick O'Brill,Philadelphia,19143,37.76,6
US-2016-150147,JL-15850,John Lucas,Philadelphia,19134,82.8,2
US-2016-150147,JL-15850,John Lucas,Philadelphia,19134,20.72,2
US-2016-150147,JL-15850,John Lucas,Philadelphia,19134,4.9,3
CA-2015-137946,DB-13615,Doug Bickford,Los Angeles,90045,4.75,1
CA-2015-137946,DB-13615,Doug Bickford,Los Angeles,90045,959.98,2
CA-2015-137946,DB-13615,Doug Bickford,Los Angeles,90045,14.37,4
CA-2014-129924,AC-10420,Alyssa Crouse,San Francisco,94122,7.71,2
CA-2014-129924,AC-10420,Alyssa Crouse,San Francisco,94122,698.35,3
CA-2015-128167,KL-16645,Ken Lonsdale,Layton,84041,4.96,4
CA-2014-122336,JD-15895,Jonathan Doherty,Philadelphia,19140,17.86,4
CA-2014-122336,JD-15895,Jonathan Doherty,Philadelphia,19140,509.97,10
CA-2014-122336,JD-15895,Jonathan Doherty,Philadelphia,19140,30.99,13
CA-2014-122336,JD-15895,Jonathan Doherty,Philadelphia,19140,71.93,12
US-2015-120712,CS-12130,Chad Sievert,Austin,78745,88.8,4
CA-2017-169901,CC-12550,Clay Cheatham,San Francisco,94122,47.98,3
CA-2017-134306,TD-20995,Tamara Dahlen,Lowell,1852,7.56,3
CA-2017-134306,TD-20995,Tamara Dahlen,Lowell,1852,24.56,2
CA-2017-134306,TD-20995,Tamara Dahlen,Lowell,1852,12.96,2
CA-2016-129714,AB-10060,Adam Bellavance,New York City,10009,6.79,1
CA-2016-129714,AB-10060,Adam Bellavance,New York City,10009,24.56,2
CA-2016-129714,AB-10060,Adam Bellavance,New York City,10009,3.05,1
CA-2016-129714,AB-10060,Adam Bellavance,New York City,10009,49.12,4
CA-2016-129714,AB-10060,Adam Bellavance,New York City,10009,4355.17,4
CA-2016-138520,JL-15505,Jeremy Lonsdale,New York City,10035,388.7,6
CA-2016-138520,JL-15505,Jeremy Lonsdale,New York City,10035,8.26,2
CA-2016-138520,JL-15505,Jeremy Lonsdale,New York City,10035,17.04,4
CA-2016-138520,JL-15505,Jeremy Lonsdale,New York City,10035,34.4,5
CA-2016-130001,HK-14890,Heather Kirkland,Charlotte,28205,36.24,5
CA-2017-155698,VB-21745,Victoria Brennan,Columbus,31907,647.84,8
CA-2017-155698,VB-21745,Victoria Brennan,Columbus,31907,20.7,2
CA-2017-144904,KW-16435,Katrina Willman,New York City,10009,20.7,2
CA-2017-144904,KW-16435,Katrina Willman,New York City,10009,488.65,3
CA-2017-144904,KW-16435,Katrina Willman,New York City,10009,5.56,2
CA-2017-144904,KW-16435,Katrina Willman,New York City,10009,47.12,8
